customer_id,first_name,last_name,email,phone,city,state,country,registration_date
1071,Chaaya,Sarkar,chaaya.sarkar1071@shopsphere.com,4577806882,Bengaluru,Karnataka,India,2026-03-03
1072,Jonathan,Bath,jonathan.bath1072@shopsphere.com,4478367397,Bengaluru,Karnataka,India,2025-12-20
1073,Yashica,Saxena,yashica.saxena1073@shopsphere.com,1713609366,Delhi,Delhi,India,2025-10-24
1074,Jeremiah,Tandon,jeremiah.tandon1074@shopsphere.com,6169432419,Bengaluru,Karnataka,India,2025-09-26
1075,Isaac,Kara,isaac.kara1075@shopsphere.com,2580101236,Bengaluru,Karnataka,India,2026-01-16
1076,Eesha,Krishnamurthy,eesha.krishnamurthy1076@shopsphere.com,721562928,Nashik,Maharashtra,India,2025-12-03
1077,Janya,Bains,janya.bains1077@shopsphere.com,9949193467,Hyderabad,Telangana,India,2026-06-06
1078,Pratyush,Kannan,pratyush.kannan1078@shopsphere.com,4952297668,Delhi,Delhi,India,2025-08-20
1079,Lakshit,Parsa,lakshit.parsa1079@shopsphere.com,4180103149,Bengaluru,Karnataka,India,2025-12-22
1080,Xiti,Mangal,xiti.mangal1080@shopsphere.com,8615246956,Chennai,Tamil Nadu,India,2026-05-08
1081,Eshana,Barad,eshana.barad1081@shopsphere.com,8844968250,Mumbai,Maharashtra,India,2025-10-21
1082,Barkha,Madan,barkha.madan1082@shopsphere.com,330116399,Chennai,Tamil Nadu,India,2026-02-19
1083,Lajita,Sharaf,lajita.sharaf1083@shopsphere.com,7173459579,Bengaluru,Karnataka,India,2026-02-11
1084,Samuel,Swaminathan,samuel.swaminathan1084@shopsphere.com,2788078000,Pune,Maharashtra,India,2026-01-24
1085,Praneel,Sachdev,praneel.sachdev1085@shopsphere.com,7027035526,Hyderabad,Telangana,India,2025-10-08
1086,Upma,Andra,upma.andra1086@shopsphere.com,2611185089,Pune,Maharashtra,India,2025-11-21
1087,Max,Upadhyay,max.upadhyay1087@shopsphere.com,2561624323,Nashik,Maharashtra,India,2026-03-25
1088,Harshil,Ramakrishnan,harshil.ramakrishnan1088@shopsphere.com,7501609133,Nagpur,Maharashtra,India,2025-09-26
1089,Urvi,Savant,urvi.savant1089@shopsphere.com,1962658755,Nashik,Maharashtra,India,2026-06-11
1090,Upma,Vyas,upma.vyas1090@shopsphere.com,1543302822,Pune,Maharashtra,India,2025-12-23
1091,Leela,Ravi,leela.ravi1091@shopsphere.com,962339082,Chennai,Tamil Nadu,India,2026-05-08
1092,Omkaar,Batta,omkaar.batta1092@shopsphere.com,2137193409,Nagpur,Maharashtra,India,2025-11-10
1093,Advik,Vala,advik.vala1093@shopsphere.com,757889265,Mumbai,Maharashtra,India,2026-04-22
1094,Baljiwan,Nigam,baljiwan.nigam1094@shopsphere.com,6714038198,Chennai,Tamil Nadu,India,2026-06-16
1095,Aradhana,Wason,aradhana.wason1095@shopsphere.com,4372724073,Hyderabad,Telangana,India,2026-03-03
1096,Gauri,Dube,gauri.dube1096@shopsphere.com,3339548099,Nagpur,Maharashtra,India,2025-12-05
1097,Pratyush,Sahni,pratyush.sahni1097@shopsphere.com,1407015056,Chennai,Tamil Nadu,India,2026-05-22
1098,Rajata,Varughese,rajata.varughese1098@shopsphere.com,5342651684,Nagpur,Maharashtra,India,2026-06-07
1099,Krishna,Chaudhry,krishna.chaudhry1099@shopsphere.com,7319579582,Nashik,Maharashtra,India,2025-10-07
1100,Kiaan,Manda,kiaan.manda1100@shopsphere.com,7390920570,Chennai,Tamil Nadu,India,2025-12-04
